game_id,venue,bin_min,price
g0004,kalshi,79,0.3827
g0004,polymarket,79,0.3781
g0005,kalshi,0,0.5797
g0005,polymarket,0,0.5795
g0005,kalshi,1,0.6054
g0005,polymarket,1,0.6121
g0005,kalshi,2,0.6102
g0005,polymarket,2,0.5958
g0005,kalshi,3,0.6092
g0005,polymarket,3,0.6352
g0005,kalshi,4,0.6116
g0005,polymarket,4,0.603
g0005,kalshi,5,0.6514
g0005,polymarket,5,0.6569
g0005,kalshi,6,0.6455
g0005,polymarket,6,0.6487
g0005,kalshi,7,0.6221
g0005,polymarket,7,0.6046
g0005,kalshi,8,0.6088
g0005,polymarket,8,0.5863
g0005,kalshi,9,0.601
g0005,polymarket,9,0.5859
g0005,kalshi,10,0.5668
g0005,polymarket,10,0.5516
g0005,kalshi,11,0.5311
g0005,polymarket,11,0.5424
g0005,kalshi,12,0.5175
g0005,polymarket,12,0.5053
g0005,kalshi,13,0.5486
g0005,polymarket,13,0.5574
g0005,kalshi,14,0.5425
g0005,polymarket,14,0.5138
g0005,kalshi,15,0.5343
g0005,polymarket,15,0.5203
g0005,kalshi,16,0.5271
g0005,polymarket,16,0.5484
g0005,kalshi,17,0.5557
g0005,polymarket,17,0.5439
g0005,kalshi,18,0.5452
g0005,polymarket,18,0.4809
g0005,kalshi,19,0.5433
g0005,polymarket,19,0.5434
g0005,kalshi,20,0.5378
g0005,polymarket,20,0.4759
g0005,kalshi,21,0.5505
g0005,polymarket,21,0.548
g0005,kalshi,22,0.5465
g0005,polymarket,22,0.5479
g0005,kalshi,23,0.5486
g0005,polymarket,23,0.554
g0005,kalshi,24,0.5713
g0005,polymarket,24,0.5853
g0005,kalshi,25,0.5549
g0005,polymarket,25,0.5709
g0005,kalshi,26,0.5629
g0005,polymarket,26,0.5465
g0005,kalshi,27,0.5679
g0005,polymarket,27,0.5545
g0005,kalshi,28,0.5931
g0005,polymarket,28,0.6726
g0005,kalshi,29,0.5893
g0005,polymarket,29,0.6026
g0005,kalshi,30,0.5861
g0005,polymarket,30,0.5929
g0005,kalshi,31,0.5721
g0005,polymarket,31,0.5694
g0005,kalshi,32,0.5493
g0005,polymarket,32,0.5725
g0005,kalshi,33,0.5161
g0005,polymarket,33,0.531
g0005,kalshi,34,0.5268
g0005,polymarket,34,0.54
g0005,kalshi,35,0.5567
g0005,polymarket,35,0.5549
g0005,kalshi,36,0.5762
g0005,polymarket,36,0.5555
g0005,kalshi,37,0.588
g0005,polymarket,37,0.5966
g0005,kalshi,38,0.5716
g0005,polymarket,38,0.5727
g0005,kalshi,39,0.5652
g0005,polymarket,39,0.5588
